Time,ID,Category,Group,Event,Msg. Type,Priority,Ether Type,Src. MAC,Src. Vendor,Src. Int.,Src. Zone,Dst. MAC,Dst. Vendor,Dst. Int.,Dst. Zone,Src. IP,Src. Port,Src. Name,Src.NAT IP,Src.NAT Port,In SPI,Dst. IP,Dst. Port,Dst. Name,Dst.NAT IP,Dst.NAT Port,Out SPI,IP Protocol,ICMP Type,ICMP Code,RX Bytes,TX Bytes,Access Rule,NAT Policy,User Name,Session Time,Session Type,IDP Rule,IDP Priority,HTTP OP,URL,VPN Policy,HTTP Result,Block Cat,Application,FW Action,DPI,Notes,Message,HTTP Referer,IP,AbuseScore,Country,ISP,Domain,TotalReports,LastReportedAt
03/26/2025 16:54:29,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,83.222.191.42,61000.0,,,,,217.124.116.61,21810.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,83.222.191.42,100,Bulgaria,4Media Ltd.,4media.bg,22347,2025-05-05T15:52:39+00:00
03/26/2025 16:56:45,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,185.91.127.81,51328.0,,,,,217.124.116.61,8080.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,Service Tivo TCP Data,drop,,TCP Flag(s): SYN,TCP packet dropped,,185.91.127.81,100,Germany,Ferdinand Zink trading as Tube-Hosting,tube-hosting.com,24063,2025-05-05T15:50:55+00:00
03/26/2025 17:01:52,1226,Network,Network Access,HTTPS Handshake,Standard Message String,Information,,,,X1,,,,X1,,141.98.11.116,63560.0,,,,,217.124.116.61,4443.0,,,,,tcp,,,,,,,,,,,,,,,,,,,,,HTTPS Handshake: wrong version number,,141.98.11.116,100,Lithuania,UAB Host Baltic,serveroffer.lt,1027,2025-05-05T12:06:56+00:00
03/26/2025 17:01:52,1684,Network,Network Access,SSL Error,Standard Message String,Information,,,,X1,,,,X1,,141.98.11.116,63560.0,,,,,217.124.116.61,4443.0,,,,,tcp,,,,,,,,,,,,,,,,,,,,Error1 L=20 F=143 R=267 ssl3_get_record,SSL Error : wrong version number,,141.98.11.116,100,Lithuania,UAB Host Baltic,serveroffer.lt,1027,2025-05-05T12:06:56+00:00
03/26/2025 17:06:17,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,118.194.236.142,37314.0,,,,,217.124.116.61,7537.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,118.194.236.142,100,Japan,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,ucloud.cn,1029,2025-05-05T07:11:31+00:00
03/26/2025 17:10:23,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,195.184.76.93,63650.0,,,,,217.124.116.61,25550.0,,,,,tcp,,,60.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,195.184.76.93,100,United States of America,FR ONYPHE,onyphe.io,2810,2025-05-05T15:38:19+00:00
03/26/2025 17:11:36,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,193.163.125.210,43348.0,,,,,217.124.116.61,3479.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,Service RPC Services,drop,,TCP Flag(s): SYN,TCP packet dropped,,193.163.125.210,100,United Kingdom of Great Britain and Northern Ireland,Driftnet Ltd,driftnet.io,4806,2025-05-05T15:30:19+00:00
03/26/2025 17:13:44,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,196.251.73.77,41884.0,,,,,217.124.116.61,23.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,General Telnet,drop,,TCP Flag(s): SYN,TCP packet dropped,,196.251.73.77,100,Netherlands,internet-security-cheapyhost,cheapy.host,12071,2025-04-19T07:22:02+00:00
03/26/2025 17:16:54,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,185.91.127.81,35340.0,,,,,217.124.116.61,10810.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,185.91.127.81,100,Germany,Ferdinand Zink trading as Tube-Hosting,tube-hosting.com,24063,2025-05-05T15:50:55+00:00
03/26/2025 17:20:08,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,206.168.32.63,49017.0,,,,,217.124.116.61,41672.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,206.168.32.63,100,United States of America,"Censys, Inc.",censys.com,3829,2025-05-05T15:13:30+00:00
03/26/2025 17:22:15,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,206.168.32.62,32505.0,,,,,217.124.116.61,5225.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,206.168.32.62,100,United States of America,"Censys, Inc.",censys.com,3888,2025-05-05T15:38:40+00:00
03/26/2025 17:29:54,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,64.62.197.132,32876.0,,,,,217.124.116.61,102.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,64.62.197.132,100,United States of America,"The Shadowserver Foundation, Inc.",shadowserver.org,3284,2025-05-05T15:03:39+00:00
03/26/2025 17:33:13,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,54.37.81.238,55947.0,,,,,217.124.116.61,7173.0,,,,,tcp,,,52.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,54.37.81.238,100,France,OVH SAS,ovh.net,17237,2025-05-05T15:57:10+00:00
03/26/2025 17:37:29,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,196.251.70.48,44047.0,,,,,217.124.116.61,1935.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,Service RPC Services,drop,,TCP Flag(s): SYN,TCP packet dropped,,196.251.70.48,100,Netherlands,internet-security-cheapyhost,cheapy.host,3441,2025-05-05T09:03:45+00:00
03/26/2025 17:39:43,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,57.129.64.219,41681.0,,,,,217.124.116.61,5251.0,,,,,tcp,,,52.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,57.129.64.219,100,Germany,OVH GmbH,ovh.net,19240,2025-05-05T15:49:14+00:00
03/26/2025 17:42:46,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,103.167.90.113,54358.0,,,,,217.124.116.61,5004.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,103.167.90.113,100,Viet Nam,VIETSERVER VIET NAM SERVICE TECHNOLOGY COMPANY LIMITED,vietserver.vn,1506,2025-04-27T06:47:18+00:00
03/26/2025 17:44:59,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,103.102.230.3,36430.0,,,,,217.124.116.61,8728.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,103.102.230.3,100,Canada,Skoali,skoali.com,23727,2025-05-05T15:50:57+00:00
03/26/2025 17:46:06,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,195.178.110.224,41580.0,,,,,217.124.116.61,96.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,195.178.110.224,100,Netherlands,TECHOFF SRV LIMITED,,10719,2025-05-05T15:45:19+00:00
03/26/2025 17:57:04,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,165.154.129.43,43519.0,,,,,217.124.116.61,12004.0,,,,,tcp,,,60.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,165.154.129.43,100,United Kingdom of Great Britain and Northern Ireland,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,ucloud.cn,2284,2025-05-05T14:03:57+00:00
03/26/2025 17:58:05,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,165.154.172.87,37314.0,,,,,217.124.116.61,9600.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,165.154.172.87,100,United States of America,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,ucloud.cn,1038,2025-05-05T02:21:00+00:00
03/26/2025 18:01:19,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,57.129.64.219,56788.0,,,,,217.124.116.61,7021.0,,,,,tcp,,,52.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,57.129.64.219,100,Germany,OVH GmbH,ovh.net,19240,2025-05-05T15:49:14+00:00
03/26/2025 18:02:19,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,45.79.0.188,41316.0,,,,,217.124.116.61,1471.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,Service RPC Services,drop,,TCP Flag(s): SYN,TCP packet dropped,,45.79.0.188,100,United States of America,Linode,linode.com,287,2025-05-05T06:59:40+00:00
03/26/2025 18:03:19,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,194.0.234.106,46908.0,,,,,217.124.116.61,54322.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,Service RPC Services (IANA),drop,,TCP Flag(s): SYN,TCP packet dropped,,194.0.234.106,100,Lithuania,SKYNET NETWORK LTD,skynet.ge,4291,2025-05-05T15:27:43+00:00
03/26/2025 18:08:42,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,54.37.81.238,49687.0,,,,,217.124.116.61,8553.0,,,,,tcp,,,52.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,54.37.81.238,100,France,OVH SAS,ovh.net,17237,2025-05-05T15:57:10+00:00
03/26/2025 18:14:56,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,103.102.230.2,44015.0,,,,,217.124.116.61,8728.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,103.102.230.2,100,Canada,Skoali,skoali.com,21959,2025-05-05T04:22:26+00:00
03/26/2025 18:20:04,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,20.98.142.100,34312.0,,,,,217.124.116.61,110.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,General POP3,drop,,TCP Flag(s): SYN,TCP packet dropped,,20.98.142.100,100,United States of America,Microsoft Corporation,microsoft.com,490,2025-04-15T07:35:44+00:00
03/26/2025 18:22:11,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,150.107.36.236,46614.0,,,,,217.124.116.61,1467.0,,,,,tcp,,,52.0,,,,,,,,,,,,,,Service RPC Services,drop,,TCP Flag(s): SYN,TCP packet dropped,,150.107.36.236,100,United States of America,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,ucloud.cn,6177,2025-05-05T15:42:36+00:00
03/26/2025 18:26:32,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,83.222.191.42,61000.0,,,,,217.124.116.61,21881.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,83.222.191.42,100,Bulgaria,4Media Ltd.,4media.bg,22347,2025-05-05T15:52:39+00:00
03/26/2025 18:28:36,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,185.11.61.93,45992.0,,,,,217.124.116.61,7522.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,185.11.61.93,100,Russian Federation,Chang Way Technologies Co. Limited,changway.hk,8852,2025-04-14T17:23:23+00:00
03/26/2025 18:29:36,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,178.211.139.120,41410.0,,,,,217.124.116.61,82.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,178.211.139.120,100,Poland,MEVSPACE sp. z o.o.,mevspace.com,4419,2025-04-07T19:40:19+00:00
03/26/2025 18:32:40,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,152.32.139.190,37314.0,,,,,217.124.116.61,19350.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,152.32.139.190,100,Korea (the Republic of),UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,ucloud.cn,1129,2025-05-05T13:51:06+00:00
03/26/2025 18:39:52,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,45.135.193.100,46107.0,,,,,217.124.116.61,8080.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,Service Tivo TCP Data,drop,,TCP Flag(s): SYN,TCP packet dropped,,45.135.193.100,100,Germany,Pfcloud UG,pfcloud.io,12896,2025-05-05T15:50:54+00:00
03/26/2025 18:42:06,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,185.16.38.107,49924.0,,,,,217.124.116.61,81.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,185.16.38.107,100,Poland,MEVSPACE sp. z o.o.,mevspace.com,8440,2025-05-05T15:39:50+00:00
03/26/2025 18:49:54,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,57.128.230.106,44663.0,,,,,217.124.116.61,3179.0,,,,,tcp,,,52.0,,,,,,,,,,,,,,Service RPC Services,drop,,TCP Flag(s): SYN,TCP packet dropped,,57.128.230.106,100,Poland,OVH Sp. z o. o.,ovh.net,15810,2025-05-05T15:40:35+00:00
03/26/2025 18:52:59,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,89.248.165.13,55873.0,,,,,217.124.116.61,135.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,Service DCE EndPoint,drop,,TCP Flag(s): SYN,TCP packet dropped,,89.248.165.13,100,Netherlands,RECYBER PROJECT NETBLOCK,recyber.net,2620,2025-05-05T15:14:20+00:00
03/26/2025 18:56:12,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,83.222.191.162,40549.0,,,,,217.124.116.61,3321.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,Service RPC Services,drop,,TCP Flag(s): SYN,TCP packet dropped,,83.222.191.162,100,Bulgaria,4Media Ltd.,4media.bg,13521,2025-05-05T15:51:02+00:00
03/26/2025 18:56:57,1226,Network,Network Access,HTTPS Handshake,Standard Message String,Information,,,,X1,,,,X1,,150.109.230.210,37154.0,,,,,217.124.116.61,4443.0,,,,,tcp,,,,,,,,,,,,,,,,,,,,,HTTPS Handshake: http request,,150.109.230.210,100,Korea (the Republic of),"Tencent Building, Kejizhongyi Avenue",tencent.com,317,2025-05-05T11:45:09+00:00
03/26/2025 18:56:57,1684,Network,Network Access,SSL Error,Standard Message String,Information,,,,X1,,,,X1,,150.109.230.210,37154.0,,,,,217.124.116.61,4443.0,,,,,tcp,,,,,,,,,,,,,,,,,,,,Error1 L=20 F=143 R=156 ssl3_get_record,SSL Error : http request,,150.109.230.210,100,Korea (the Republic of),"Tencent Building, Kejizhongyi Avenue",tencent.com,317,2025-05-05T11:45:09+00:00
03/26/2025 19:04:30,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,83.222.191.182,51878.0,,,,,217.124.116.61,8484.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,83.222.191.182,100,Bulgaria,4Media Ltd.,4media.bg,13203,2025-05-05T15:51:02+00:00
03/26/2025 19:04:37,83,Security Services,Attacks,Port Scan Probable,Standard Note String,Alert,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,194.50.16.131,5248.0,,,,,217.124.116.61,5069.0,,,,,udp,,,426.0,,,,,,,,,,,,,,General UDP,,,Pkt is dropped. UDP scanned port list,Probable port scan detected,,194.50.16.131,100,Netherlands,Alsycon B.V.,alsycon.nl,576,2025-05-05T08:06:35+00:00
03/26/2025 19:05:35,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,95.214.53.106,44246.0,,,,,217.124.116.61,443.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,General HTTPS,drop,,TCP Flag(s): SYN,TCP packet dropped,,95.214.53.106,100,Poland,MEVSPACE sp. z o.o.,mevspace.com,3928,2025-04-30T08:39:09+00:00
03/26/2025 19:06:35,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,206.168.34.161,47498.0,,,,,217.124.116.61,6513.0,,,,,tcp,,,60.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,206.168.34.161,100,United States of America,"Censys, Inc.",censys.com,10964,2025-05-05T15:41:05+00:00
03/26/2025 19:10:52,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,193.32.162.83,50179.0,,,,,217.124.116.61,6014.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,193.32.162.83,100,Romania,UNMANAGED LTD,unmanaged.uk,2106,2025-05-04T00:08:54+00:00
03/26/2025 19:17:23,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,83.222.191.42,61000.0,,,,,217.124.116.61,21771.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,83.222.191.42,100,Bulgaria,4Media Ltd.,4media.bg,22347,2025-05-05T15:52:39+00:00
03/26/2025 19:19:36,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,139.99.165.142,46070.0,,,,,217.124.116.61,13389.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,General TCP,drop,,TCP Flag(s): SYN,TCP packet dropped,,139.99.165.142,100,Australia,OVH Australia PTY LTD,ovh.net,124,2025-05-04T08:22:10+00:00
03/26/2025 19:21:39,36,Network,TCP,TCP Packets Dropped,Standard Policy,Notice,2048.0,00:A0:26:D8:CE:CA,"TELDAT, S.A.",X1,WAN,18:C2:41:96:50:99,SONICWALL,X1,WAN,185.91.127.81,57278.0,,,,,217.124.116.61,4145.0,,,,,tcp,,,46.0,,,,,,,,,,,,,,Service iMesh,drop,,TCP Flag(s): SYN,TCP packet dropped,,185.91.127.81,100,Germany,Ferdinand Zink trading as Tube-Hosting,tube-hosting.com,24063,2025-05-05T15:50:55+00:00
